1.365105583022693914e+01,1.427136268955098785e+03,1.680499260390692598e+03
1.451205915893337917e+01,9.083083463417685834e+02,9.782404498201368597e+02
1.496060348767789527e+01,6.398218047678561788e+02,6.127814510370671996e+02
1.075622066595136950e+01,3.178225030528850311e+03,4.042693426831063789e+03
1.571761582327720852e+01,2.069446876103458521e+02,4.509967092051520154e+01
1.289634005773958592e+01,1.883184863538624541e+03,2.296280985776804755e+03
1.308804458788424796e+01,1.767286822195625973e+03,2.139858280539005136e+03
1.374876166505220709e+01,1.368153469564170791e+03,1.600788822081759918e+03
1.815856674431014284e+01,1.313747504395575561e+03,1.999271631940148609e+03
1.968834693707312766e+01,2.238345729488363304e+03,3.247568383859469577e+03
1.788881219164469982e+01,1.151071908262345460e+03,1.779180446964805697e+03
1.380681827153174268e+01,1.333114822090216649e+03,1.553426477130237345e+03
1.162716216337815744e+01,2.651019682552161612e+03,3.331950956119434522e+03
1.547387676730297201e+01,3.390106897210955026e+02,1.973684411683652797e+02
1.779940678925938258e+01,1.097205027401729694e+03,1.706238600097358358e+03
1.300043706733572257e+01,1.820247532785562726e+03,2.211341717796546163e+03
1.652836288100110096e+01,3.417165259889122808e+02,6.698147632155234987e+02
1.296499029906633815e+01,1.841677766225653613e+03,2.240264813724132182e+03
1.032629264406935832e+01,3.438521495825825241e+03,4.393547713923614538e+03
1.948755243746313681e+01,2.116876901578004890e+03,3.083711750741676497e+03
1.152742076935364857e+01,2.711387410114941758e+03,3.413345033177296500e+03
1.278886794607920763e+01,1.948171425130235320e+03,2.383975455430603688e+03
1.574507849426268180e+01,1.934831975263847710e+02,5.324295431663773570e+01
1.553885869602218150e+01,3.023940245991610709e+02,1.461994635912155047e+02
1.079459765459480813e+01,3.154991313157431250e+03,4.011375023636523565e+03
1.164792374423278076e+01,2.638454226657793697e+03,3.315008488622453115e+03
1.727562963203888913e+01,7.824532362194796633e+02,1.278967186733257677e+03
1.122999820620545819e+01,2.891414590967041022e+03,3.656058933573185186e+03
1.367387170699253218e+01,1.413361270666605606e+03,1.661885343583780696e+03
1.014263508757677101e+01,3.549722854454445496e+03,4.543427311374549390e+03
1.516120870422068379e+01,5.208379918727262066e+02,4.496552855871004795e+02
1.240296608716749915e+01,2.181580058984226980e+03,2.698869952452397229e+03
1.505571338578065976e+01,5.832788601044602501e+02,5.353958525133452895e+02
1.371381510118979108e+01,1.389247868053003003e+03,1.629298619191968555e+03
1.370732317423799174e+01,1.393166774030763463e+03,1.634594847517010294e+03
1.424733037303596461e+01,1.067540600995660270e+03,1.194107494199944313e+03
1.578615275498264836e+01,1.743758248385992431e+02,7.686081438122209875e+01
1.599691002835513665e+01,1.175631032467091330e+02,2.388001498349886447e+02
1.542260476999655339e+01,3.683027408763172730e+02,2.383177492839000706e+02
1.843851471992012137e+01,1.482744323147787100e+03,2.227692440070486100e+03
1.284360572633384834e+01,1.915071376636213472e+03,2.339310689968813222e+03
1.082761648997975534e+01,3.135001652228843795e+03,3.984429285880508360e+03
1.658337484287561026e+01,3.731860627729486737e+02,7.146178565034082339e+02
1.220845404595951855e+01,2.299257898151965946e+03,2.857595131108423629e+03
1.824230696089801995e+01,1.364283467753676632e+03,2.067597459027713739e+03
1.397437569685614633e+01,1.232032294656017939e+03,1.416740916689908317e+03
1.675394010124724531e+01,4.723807488580451377e+02,8.535927926001986634e+02
1.908372880009605410e+01,1.872657207600893798e+03,2.754180792652183300e+03
1.683309504043182869e+01,5.189633433933636297e+02,9.181108651165824313e+02
1.941253922029012458e+01,2.071503675735082652e+03,3.022498309688182417e+03
1.971512739906593126e+01,2.254547776153045106e+03,3.269422474033509388e+03
1.577860296527592787e+01,1.777807323352987225e+02,7.193193405267567186e+01
1.989559857853957325e+01,2.363739896749941181e+03,3.416695949993143586e+03
1.267437411126393521e+01,2.017412611613306581e+03,2.477400711627453347e+03
1.558597032866211940e+01,2.763205384349080305e+02,1.102099076231813228e+02
1.012861839608453352e+01,3.558209871717013357e+03,4.554866099012562699e+03
1.748840523675526981e+01,9.101009565172597604e+02,1.452525133254430784e+03
1.881958382752202397e+01,1.712976626649507125e+03,2.538636807207141374e+03
1.019523362620225626e+01,3.517874974921268404e+03,4.500502548113808189e+03
1.321399081024781452e+01,1.691162045021556651e+03,2.037094192970683935e+03
1.026723209216901544e+01,3.474281161325760877e+03,4.441745903060099408e+03
1.783888975455055714e+01,1.120990038713918238e+03,1.738450728283622766e+03
1.592818286937128747e+01,1.250880621794345302e+02,1.839960792029430650e+02
1.566329841807715795e+01,2.347718920133768279e+02,5.838423906077656511e+01
1.901796957392200937e+01,1.832898897137092945e+03,2.700520386101797612e+03
1.581553153829413638e+01,1.616761242675224253e+02,9.738601430931129244e+01
1.795064076294901412e+01,1.188339510443498284e+03,1.829624713105985393e+03
1.593427384844967243e+01,1.238756352131090637e+02,1.888226254548931422e+02
1.683727077520892124e+01,5.214276633852527993e+02,9.215147667938522318e+02
1.417369938233960092e+01,1.111887666304098957e+03,1.254159472866570241e+03
1.227264245596472314e+01,2.260422681082146482e+03,2.805216025849956168e+03
1.284324938736003396e+01,1.915286848670240488e+03,2.339601453363840847e+03
1.320138995684322580e+01,1.698777575581838846e+03,2.047375579924643489e+03
1.872336312180042839e+01,1.654825974939519256e+03,2.460121432237227964e+03
1.509864761170453740e+01,5.578266266245408360e+02,5.004865949838659276e+02
1.102951444500784461e+01,3.012776312249312923e+03,3.819666589406781441e+03
1.656064638601271000e+01,3.601437465611992366e+02,6.961057836793409024e+02
1.064634080792575510e+01,3.244748392254888131e+03,4.132363512988918046e+03
1.909476330601757965e+01,1.879329050410394075e+03,2.763185124132894089e+03
1.570361638230499679e+01,2.139788380306311808e+02,4.485929121239136208e+01
1.757805300950373351e+01,9.639823661274175493e+02,1.525655847676109488e+03
1.940523907312785212e+01,2.067088205677454425e+03,3.016541145303766370e+03
1.043254626485143532e+01,3.374188729789866102e+03,4.306836300509540706e+03
1.053321994278267226e+01,3.313235793906222170e+03,4.224678737352999633e+03
1.711209759656566831e+01,6.846677857945693404e+02,1.145595658740360022e+03
1.548046717628232116e+01,3.352686515050149296e+02,1.921328642829819273e+02
1.661301599276011842e+01,3.902701678250131181e+02,7.387630389761459355e+02
1.340536107838207514e+01,1.575526183989493347e+03,1.880953162624012748e+03
1.402033339717952032e+01,1.204319930517521243e+03,1.379252902617530935e+03
1.609834947722874432e+01,1.321418569025494492e+02,3.205033804759217446e+02
1.967825287575415061e+01,2.232238956258545386e+03,3.239331172182113278e+03
1.083541416029706461e+01,3.130280954995252614e+03,3.978065830976349389e+03
1.144848198567106579e+01,2.759166318088262869e+03,3.477763352898166431e+03
1.416192628668062881e+01,1.118980380922535005e+03,1.263761728683080719e+03
1.732381713487884767e+01,8.113269249561188872e+02,1.318270881652509843e+03
1.128234084941361104e+01,2.859730612479022057e+03,3.613344140787078231e+03
1.895590618265631022e+01,1.795378369144571479e+03,2.649876096887940548e+03
1.219481110173938809e+01,2.307512365174987281e+03,2.868728093822045594e+03
1.013077797949059367e+01,3.556902256298745669e+03,4.553103698912215805e+03
1.179223588562163982e+01,2.551116101176331085e+03,3.197243155517519426e+03
