6.106596225518757803e-01,1.303992748514324376e+02
3.576129654144646342e-01,1.079876710738932104e+02
1.017256585530658397e-01,1.853464873260813306e+02
8.984314188388172751e-01,2.380220072891899008e+02
3.786000506249871389e-01,1.051369469693656100e+02
8.489926513249805851e-01,2.174871102552573632e+02
3.969284425585687393e-01,1.033374989221573514e+02
3.354869494709959987e-01,1.118376416891955216e+02
1.073999700377188948e-01,1.831497549889481888e+02
5.560395423940929227e-01,1.162439476601470147e+02
6.371561931803677581e-01,1.384243660954504662e+02
6.732537405024483501e-01,1.502923412446930627e+02
6.165984771800727682e-01,1.321407214901073530e+02
5.127506948556040944e-01,1.079813821149316482e+02
7.546329676908690720e-01,1.799304373798665324e+02
3.628162353747705904e-01,1.072053595888610715e+02
2.064494588025639621e-01,1.471439577263980141e+02
8.795421332603403641e-01,2.301219827934740181e+02
2.523094232473328535e-01,1.325849369279680730e+02
7.079043225364982650e-01,1.624985452246004627e+02
1.559809291515947827e-01,1.648695661240917900e+02
4.696014216134852814e-01,1.030431797478202895e+02
7.987218232169669418e-01,1.971566187226485170e+02
1.561123938918026477e-01,1.648215385404905646e+02
4.951064896426757844e-01,1.055309325596165166e+02
1.746139632170707334e-01,1.581521094804117240e+02
4.198505206308820181e-01,1.020463694787645750e+02
1.774988417486808301e-01,1.571290140300191922e+02
3.329644386139058998e-01,1.123279020033877487e+02
4.072066477511261384e-01,1.026240628218257456e+02
1.220580524371455700e-01,1.775303659552223507e+02
3.335842708571242765e-01,1.122064998655206125e+02
3.528172901880960444e-01,1.087512865295056770e+02
1.436539629693960873e-01,1.694102292007569588e+02
8.748214395942077726e-01,2.281576271218393686e+02
5.575405637321203534e-01,1.165821590373648604e+02
6.424188344189900590e-01,1.400922653105992026e+02
2.845440334996466314e-01,1.235283439704300719e+02
8.343610667629215438e-01,2.115055062875916292e+02
6.066541862505699934e-01,1.292447578951884566e+02
1.003636520441022056e-01,1.858754673248569702e+02
4.939082084199796219e-01,1.053855595628408395e+02
7.311562683438209698e-01,1.710504357377487281e+02
4.246520589522269074e-01,1.019148248669806804e+02
1.165735173038362077e-01,1.796233122730429272e+02
5.745725463842897840e-01,1.206358307925495978e+02
6.973100709385412488e-01,1.586929868005093169e+02
8.684013490547731751e-01,2.254928783182735117e+02
4.917972322546456665e-01,1.051361386636803985e+02
3.653341293952191426e-01,1.068443660386003131e+02
8.121774309856791829e-01,2.025345281508734558e+02
3.924062099705978302e-01,1.037194727199520088e+02
3.903637012323576405e-01,1.039054548703667962e+02
1.297436420925586198e-01,1.746177982762293652e+02
6.769876089754300885e-01,1.515727613739088895e+02
7.246862527794434294e-01,1.686449133893784165e+02
3.830666937208747624e-01,1.046374640560343039e+02
1.589345698597512957e-01,1.637926156027988327e+02
4.000020441701984675e-01,1.031015051079944413e+02
5.478198330501274915e-01,1.144494733953639667e+02
2.784112925554882989e-01,1.251639466797333711e+02
6.420129793406568197e-01,1.399628250636825157e+02
6.752960651384291024e-01,1.509915736010537159e+02
4.040061968459232045e-01,1.028229846406637336e+02
5.091061513325020327e-01,1.074285838794892811e+02
2.415931142987112479e-01,1.358277483431290875e+02
8.911568039960976462e-01,2.349722227058409203e+02
6.228921982405855040e-01,1.340234966417897624e+02
3.111408213661187583e-01,1.169742712903127426e+02
7.309032064826591624e-01,1.709559918849933524e+02
5.045963781731322984e-01,1.067777412949705393e+02
6.561787930006408587e-01,1.445576469490100351e+02
4.832893267582816232e-01,1.042183848718185146e+02
7.874634515429252968e-01,1.926973217493204231e+02
3.598964368426126326e-01,1.076383701296686723e+02
2.692251346655858413e-01,1.276935986089314525e+02
5.043039646496734196e-01,1.067368227624384502e+02
6.672421132274091171e-01,1.482502231915017319e+02
8.078579912876951985e-01,2.008026418897799772e+02
6.409417080832774394e-01,1.396218082666903513e+02
1.667941755371707413e-01,1.609487204571047982e+02
2.529622367786677484e-01,1.323908724419900125e+02
3.698324412452941301e-01,1.062284354287971553e+02
2.892745814576013208e-01,1.222970909978162126e+02
7.047536493214140441e-01,1.613604923402873226e+02
1.892984118955843842e-01,1.529953555043908580e+02
1.209364082354990322e-01,1.779574312307531159e+02
6.239885940339822135e-01,1.343552915056733355e+02
5.314446020460493747e-01,1.111793733354350877e+02
4.091402817943076142e-01,1.025141382569938031e+02
1.479888985553049763e-01,1.678051837567675761e+02
3.893646621524311513e-01,1.039994536180426081e+02
1.457624992204882008e-01,1.686284317420193588e+02
1.179324266562041257e-01,1.791036434106269724e+02
4.238673694075293374e-01,1.019329987284974663e+02
8.882321412603897404e-01,2.337486476035921896e+02
6.344750642901628712e-01,1.375835541547386356e+02
6.486733965567550442e-01,1.421037590666960853e+02
6.105782679630944454e-01,1.303756630023311232e+02
8.396787246129545634e-01,2.136738092238483659e+02
